,Code,Name,City,Postal_Code,Country_Code,Longitude,Latitude,Gmt_Offset,World_Area_Code
,DPK,Deer Park,Deer Park,99006,10,-73.3333,40.7667,5,67
,DPL,Dipolog,Dipolog,,90,123.35,8.6,-8,766
,DPO,Devonport,Devonport,,10,146.4167,-41.1667,-10,802
,DPS,Ngurah Rai International,"Denpasar, Bali",,90,115.1672,-8.7481,8,832
,DPU,Dumpu,Dumpu,,110,145.75,-5.8333,-10,804
,DRA,Desert Rock,Mercury,,110,-116.0328,37.6194,-8,67
,DRB,Derby,Derby,,210,123.65,-17.3667,-8,802
,DRC,Dirico,Dirico,,10,20.7833,-17.9667,-1,502
,DRD,Dorunda Station,Dorunda Station,,100,142.3667,-16.5167,-10,802
,DRE,Drummond Island,Drummond Island,,170,-83.75,46.0167,5,67
,DRF,Drift River,Drift River,,10,-152.15,60.5833,9,67
,DRG,Deering,Deering,99736,170,-162.7667,66.0833,9,67
,DRH,Dabra,Dabra,,200,138.3167,-2.8,,832
,DRI,Beauregard Parish,De Ridder,70634,110,5.45,53.2,,67
,DRJ,Drietabbetje,Drietabbetje,,0,54.0833,4.1833,,379
,DRM,Drama,Drama,,20,24.1333,41.15,-2,433
,DRN,Dirranbandi,Dirranbandi,,180,148.2583,-28.5,-10,802
,DRO,La Plata,Durango,81137,130,-107.75,37.15,7,67
,DRR,Durrie,Durrie,,60,140.25,-25.6,-10,802
,DRS,Dresden Arpt,Dresden,,190,13.7667,51.1333,-1,429
,DRT,International,Del Rio,78840,100,-100.9167,29.3667,6,67
,DRU,Drummond,Drummond,59832,200,-113.2,46.6167,7,67
,DRW,Darwin,Darwin,,70,130.8667,-12.4167,-9.5,802
,DSA,Robin Hood,Doncaster/Sheffield,,110,-1.0044,53.4747,,493
,DSC,Dschang,Dschang,,120,10.0917,5.8333,-1,504
,DSD,La Desirade,La Desirade,,110,-61.0167,16.3333,4,235
,DSE,Combolcha,Dessie,,120,39.7167,11.0667,-3,522
,DSI,Destin-Fort Walton Beach Airport,Destin,32541,180,-86.5383,30.3886,-6,67
,DSK,Dera Ismail Khan,Dera Ismail Khan,,120,70.8417,31.8333,-5,764
,DSL,Daru,Daru,,110,-10.8,8,,571
,DSM,Des Moines International,Des Moines,50321,210,-93.6631,41.5339,-6,67
,DSN,Dongsheng,Dongsheng,,150,110.0333,39.85,-8,713
,DTA,Delta,Delta,17314,10,-112.5,39.3833,7,67
,DTD,Datadawai,Datadawai,,30,116.4833,0.7167,-8,832
,DTE,Naga,Daet,,70,122.9803,14.1292,8,766
,DTH,Death Valley,Death Valley,92328,210,-116.8692,36.4522,8,67
,DTL,Municipal,Detroit Lakes,,70,-95.8833,46.8333,6,67
,DTM,Dortmund,Dortmund,,20,7.6122,51.5183,-1,429
,DTN,Shreveport Downtown,Shreveport,71107,140,-93.745,32.5403,-6,67
,DTR,Decatur Island,Decatur Island,48242,20,-83.3483,42.2186,,67
,DTW,Detroit Metropolitan Wayne County,Detroit,48242,120,-83.3533,42.2125,-5,67
,DUA,Eaker,Durant,74701,200,-73.85,18.0833,,67
,DUB,Dublin International,Dublin,,120,-6.27,53.4214,,441
,DUC,Halliburton Field,Duncan,73533,160,-97.9667,34.4667,6,67
,DUD,Dunedin International,Dunedin,,140,170.1983,-45.9281,12,851
,DUE,Dundo,Dundo,,150,20.8167,-7.4,-1,502
,DUF,Pine Island Airport,Corolla,,180,-75.7886,36.2536,-5,67
,DUG,Bisbee-Douglas Intl,Douglas,85607,120,-109.6,31.4667,7,67
,DUJ,Du Bois-Jefferson County,Du Bois,15851,210,-78.8986,41.1783,-5,67
,DUK,Dukuduk,Dukuduk,,140,32.2356,-28.3667,-2,562
,DUM,Pinang Kampai,Dumai,,50,101.45,1.6833,-7,832
,DUN,Dundas,Dundas,,70,-68.8,76.5667,4,975
,DUQ,Duncan/Quam,Duncan/Quam,,160,-123.7,48.7833,8,906
,DUR,Durban International,Durban,,0,30.9506,-29.97,2,562
,DUT,Emergency Field,Dutch Harbor,,190,-166.5333,53.9,9,67
,DVA,Deva,Deva,,50,22.9167,45.8833,2,473
,DVK,Diavik,Diavik,,10,-110.2894,64.5114,,906
,DVL,Devils Lake,Devils Lake,58301,0,-98.9,48.1167,6,67
,DVN,Davenport,Davenport,99122,100,141.0667,-24.2333,,67
,DVO,Francisco Bangoy International,Davao,,10,125.6458,7.1256,8,766
,DVP,Davenport Downs,Davenport Downs,,70,141.0833,-24.1667,-10,802
,DVR,Daly River,Daly River,,140,130.6833,-13.75,-9.5,802
,DVT,Phoenix Deer Valley Airport,Phoenix,85027,50,-112.0825,33.6883,7,67
,DWA,Dwangwa,Dwangwa,,20,34.1333,-13,-2,542
,DWB,Soalala,Soalala,,130,45.3667,-16.1,-3,541
,DWD,Dawadmi,Dawadmi,,160,44.1211,24.4497,,670
,DWF,Wright AFB,Dayton,45324,140,-83.3333,46.2333,,67
,DWH,David Wayne Hooks,Houston,77379,60,-95.5528,30.0619,-6,67
,DWN,Downtown Airpark,Oklahoma City,73108,200,-97.5331,35.4492,-6,67
,DWS,Walt Disney World,Orlando,,40,-82.4383,28.4003,-5,67
,DXA,Deux Alpes,Deux Alpes,,110,-0.55,48.15,,427
,DXB,Dubai,Dubai,,110,55.3333,25.25,4,971
,DXD,Dixie,Dixie,,100,143.6667,-15.1667,-10,802
,DXR,Danbury Municipal Airport,Danbury,6810,150,-73.4822,41.3717,-5,67
,DYA,Dysart,Dysart,,160,149.3833,-22.5333,-10,802
,DYG,Dayong,Dayong,,140,110.4833,29.1333,-8,713
,DYL,Doylestown,Doylestown,18902,200,-75.1333,40.3167,5,67
,DYM,Diamantina Lakes,Diamantina Lakes,,180,141.25,-23.8667,-10,802
,DYR,Anadyr,Anadyr,,90,177.75,64.7333,-2,770
,DYS,Dyess AFB,Abilene,79607,80,-1.4836,54.1075,,67
,DYU,Dushanbe,Dushanbe,,160,68.5,38.5,-2,783
,DYW,Daly Waters,Daly Waters,,50,133.3667,-16.2667,-9.5,802
,DZA,Dzaoudzi,Dzaoudzi,,60,45.2833,-12.8,-3,513
,DZI,Codazzi,Codazzi,,210,-73.45,9.6,5,327
,DZN,Zhezhazgan,Zhezkazgan,,0,67.7333,47.7,-2,738
,DZO,Santa Bernardina,Durazno,,0,-56.4992,-33.3589,-3,305
,DZU,Dazu,Dazu,,20,105.8,29.7,-8,713
,EAA,Eagle,Eagle,81637,200,-141.15,64.7667,9,67
,EAB,Abbse,Abbse,,40,43.9667,15.3,-3,694
,EAE,Emae,Emae,,90,168.4,-17.0667,-11,885
,EAL,Elenak,Kwajalein Atoll,,90,167.3333,9.0833,,844
,EAM,Nejran,Nejran,,210,44.4167,17.6,-3,670
,EAN,Phifer Field,Wheatland,82201,200,-104.9194,42.0583,7,67
,EAR,Kearney,Kearney,68847,90,-99.0167,40.7333,6,67
,EAS,Donostia - San Sebastian,San Sebastian,,160,-1.8,43.35,-1,482
,EAT,Pangborn Field,Wenatchee,98802,50,-120.2,47.4,8,67
,EAU,Chippewa Valley Regional Airport,Eau Claire,54703,0,-91.4842,44.8658,-6,67
,EBA,Marina Di Campo,Elba Island,,70,10.2833,42.7667,1,450
,EBB,Entebbe,Entebbe,,160,32.45,0.0603,-3,590
,EBD,El Obeid,El Obeid,,140,30.25,13.1667,-2,583
,EBG,El Bagre,El Bagre,,10,-74.8167,7.6167,5,327
,EBJ,Esbjerg,Esbjerg,,110,8.4833,55.5,1,419
,EBL,Erbil International,Erbil,,30,43.9631,36.2375,3,634
,EBM,El Borma,El Borma,,120,9.2672,31.7172,-1,588
,EBN,Ebadon,Ebadon,,10,166.8,9.3333,12,844
,EBO,Ebon Airport,Ebon,,110,168.75,4.6,,844
,EBR,Downtown,Baton Rouge,70807,110,17.3667,6.45,,67
,EBS,Municipal,Webster City,50595,100,-93.8,42.4667,6,67
,EBU,Boutheon,St Etienne,,200,4.5,45.5,-1,427
,EBW,Ebolowa,Ebolowa,,140,11.1833,2.85,-1,504
,ECA,Emmet County Airport,East Tawas,,120,-83.4833,44.2667,5,67
,ECG,Elizabeth City,Elizabeth City,,90,-76.1744,36.2606,5,67
,ECH,Echuca,Echuca,,210,144.75,-36.15,-10,802
,ECN,Ercan,Lefkosa,,110,33.5,35.15,2,611
,ECO,El Encanto,El Encanto,,120,-73.2333,-1.6167,5,327
,ECP,Northwest Florida Beaches International Airport,Panama City,32409,200,-85.7866104,30.3268951,-6,67
,ECR,El Charco,El Charco,,180,-78.0083,2.5,5,327
,ECS,Mondell,Newcastle,,0,-104.3167,43.8833,7,67
,EDA,Edna Bay,Edna Bay,,30,-133.6667,55.95,9,67
,EDB,Eldebba,Eldebba,,170,31.25,18.25,-2,583
,EDD,Erldunda,Erldunda,,10,133.2,-25.25,-9.5,802
,EDE,Municipal,Edenton,27932,40,-76.65,36.0667,5,67
,EDF,Elmendorf Afb,Anchorage,99506,90,-149.8064,61.2514,-9,67
,EDG,Weide AAF,Edgewood,,180,-1.1333,49.7833,,67
,EDI,Edinburgh,Edinburgh,,210,-3.35,55.95,,493
,EDK,El Dorado,El Dorado,67042,60,-96.8667,37.7667,6,67
,EDL,Eldoret,Eldoret,,140,35.2667,0.5333,-3,535
,EDM,Les Ajoncs,La Roche,,120,-1.3833,46.7,-1,427
,EDO,Edremit/korfez,Edremit/korfez,,30,27.0139,39.5547,2,679
,EDQ,Erandique,Erandique,,90,-88.4167,14.1333,6,131
,EDR,Edward River,Edward River,,40,141.6167,-14.9,-10,802
,EDW,Edwards AFB,Edwards AFB,93523,210,-117.8833,34.9,8,67
,EED,Needles,Needles,92363,70,-114.6167,34.85,8,67
,EEK,Eek,Eek,99578,150,-162.0167,60.2167,9,67
,EEN,Dillant-Hopkins,Keene,3431,130,-72.2667,42.9,5,67
,EFB,Eight Fathom Bight,Eight Fathom Bight,,60,-135.7333,58,9,67
,EFD,Ellington Field,Houston,77034,190,-95.1528,29.6028,6,67
,EFG,Efogi,Efogi,,90,147.6667,-9.15,-10,804
,EFK,Newport,Newport,97366,90,-72.2333,44.8833,5,67
,EFL,Kefalonia Istland International Airport,Kefalonia,,150,20.5003,38.1175,2,433
,EFW,Municipal,Jefferson,50129,120,-94.3833,42.0167,6,67
,EGA,Engati,Engati,,60,146.1,-6.9167,-10,804
,EGC,Roumanieres,Bergerac,,30,0.5167,44.8333,-1,427
,EGE,Eagle County,Vail/Eagle,,70,-106.9167,39.6333,7,67
,EGI,Duke Field,Valparaiso,,90,18.4186,45.6608,,67
,EGL,Neghelli,Neghelli,,60,39.7,5.2833,-3,522
,EGM,Sege,Sege,,60,157.8667,-8.5667,-11,874
,EGN,Geneina,Geneina,,150,22.45,13.4833,-2,583
,EGO,Belgorod,Belgorod,,0,36.65,50.6333,-2,770
,EGP,Maverick Co,Eagle Pass,,110,-100.5333,28.8667,6,67
,EGS,Egilsstadir,Egilsstadir,,20,-14.4,65.2833,,439
,EGV,Eagle River,Eagle River,54521,140,-89.2667,45.9333,6,67
,EGX,Egegik,Egegik,99579,10,-157.3667,58.2167,9,67
,EHL,El Bolson,El Bolson,,110,-71.5167,-41.9667,3,303
,EHM,Cape Newenham,Cape Newenham,,100,-162.0667,58.6333,9,67
,EHT,Rentschler,East Hartford,6114,90,-72.65,41.7667,5,67
,EIA,Popondetta,Eia,,90,147.85,-8.2,-10,804
,EIB,Eisenach,Eisenach,,200,14.6667,52.15,,429
,EIE,Eniseysk,Eniseysk,,80,92.1167,58.4667,-2,770
,EIH,Einasleigh,Einasleigh,,120,144.1,-18.5,-10,802
,EIL,Eielson AFB,Fairbanks,,70,-147.1014,64.6656,-9,67
,EIN,Eindhoven,Eindhoven,,110,5.3744,51.45,1,461
,EIS,Beef Island,Beef Island,,210,-65.5431,18.4447,-4,282
,EIY,Ein Yahav,Ein Yahav,,90,35.2033,30.6217,2,636
,EJA,Variguies,Barrancabermeja,,160,-73.7667,7.0167,5,327
,EJH,Wedjh,Wedjh,,60,36.75,26.4167,-3,670
,EJT,Enijet,Mili Atoll,,40,171.9167,6.1333,,844
,EKA,Murray Field,Eureka,95503,0,-124.1128,40.8033,-8,67
,EKB,Ekibastuz,Ekibastuz,,10,75.2167,51.5833,-2,738
,EKD,Elkedra,Elkedra,,210,135.25,-21.0333,-9.5,802
,EKE,Ekereku,Ekereku,,70,-60.85,6.6667,3,350
,EKI,Municipal,Elkhart,46514,20,-85.9833,41.7167,5,67
,EKN,Elkins,Elkins,26241,0,-79.85,38.8833,5,67
,EKO,Elko Regional,Elko,89801,50,-115.7917,40.825,-8,67
,EKT,Eskilstuna,Eskilstuna,,20,16.45,59.3833,-1,484
,EKX,Elizabethtown,Elizabethtown,42701,170,-85.8667,37.7,-5,67
,ELA,Eagle Lake,Eagle Lake,77434,120,-96.3333,29.5833,6,67
,ELB,San Bernado,El Banco,,20,-73.9667,9.05,5,327
,ELC,Elcho Island,Elcho Island,,0,135.5667,-12.0167,-9.5,802
,ELD,Goodwin Field,El Dorado,71730,150,-92.8167,33.2167,6,67
,ELE,El Real,El Real,,100,-77.7167,8.1167,5,162
,ELF,El Fasher,El Fasher,,140,25.3167,13.6167,-2,583
,ELG,Djamet,El Golea,,60,2.8597,30.5714,1,500
,ELH,International,North Eleuthera,,30,-76.6833,25.4833,5,204
,ELI,Elim,Elim,99739,200,-162.2667,64.6167,9,67
,ELJ,El Recreo,El Recreo,,180,-74.1333,2,5,327
,ELK,Municipal,Elk City,73644,210,-99.4167,35.4,6,67
,ELL,Ellisras,Ellisras,,190,27.6167,-23.6667,-2,562
,ELM,Elmira Corning Regional,Corning,14845,0,-76.9,42.1667,5,67
,ELN,Bowers Field,Ellensburg,98926,0,-120.5333,47.0333,8,67
,ELO,Eldorado,Eldorado,,170,-54.6333,-26.4,3,303
,ELP,El Paso International Airport,El Paso,79906,200,-106.3833,31.8,-7,67
,ELQ,Gassim Regional Airport,Buraidah,,160,43.8167,26.3,-3,670
,ELR,Elelim,Elelim,,70,40.5167,7.8167,,832
,ELS,East London,East London,,130,27.8167,-33.05,-2,562
,ELT,Tour Sinai City,Tour Sinai City,,70,-9.1442,52.3683,,591
,ELU,Guemar,El Oued,,160,6.7833,33.5167,-1,500
,ELV,Elfin Cove SPB,Elfin Cove,,20,-136.3167,58.1833,9,67
,ELW,Ellamar,Ellamar,,0,-146.6125,60.8972,9,67
,ELX,El Tigre,El Tigre,,60,-71.7333,10.6167,,388
,ELY,Yelland,Ely,89301,190,-114.85,39.3,8,67
,ELZ,Municipal,Wellsville,14895,180,-77.9333,42.1167,5,67
,EMA,East Midlands,Derby,,110,-1.3281,52.8311,,493
,EMB,Embarkadero,San Francisco,,80,-60.0167,-38.7,,67
,EMD,Emerald,Emerald,,20,148.1333,-23.6333,-10,802
,EME,Emden,Emden,,60,7.2,53.3667,-1,429
,EMG,Empangeni,Empangeni,,200,31.9,-28.7333,-2,562
,EMI,Emirau,Emirau,,30,149.9667,-1.65,-10,804
,EMK,Emmonak,Emmonak,,110,-164.5,62.7667,9,67
,EML,Emmen,Luzern,,70,8.305,47.0925,1,486
,EMM,Kemerer,Kemerer,,150,-110.55,41.85,7,67
,EMN,Nema,Nema,,180,-7.2833,16.6,,545
,EMO,Emo,Emo,,70,147.7833,-8.7333,-10,804
,EMP,Emporia,Emporia,66801,110,-96.1833,38.3333,6,67
,EMS,Embessa,Embessa,,20,148.4667,-9.3667,-10,804
,EMT,El Monte,El Monte,91731,200,-118.0333,34.1,8,67
,EMX,El Maiten,El Maiten,,190,-71.1556,-42.0681,3,303
,EMY,El Minya,El Minya,,10,30.7333,28.0833,-2,591
,ENA,Kenai,Kenai,99611,90,-151.2667,60.55,9,67
,ENB,Eneabba West,Eneabba West,,170,114.9833,-30.0833,-8,802
,ENC,Essey,Nancy,,100,6.5833,46.0333,,427
,END,Vance Afb,Enid,73703,20,-97.9164,36.3392,-6,67
,ENE,Ende,Ende,,180,121.65,-8.8333,-8,832
,ENF,Enontekio,Enontekio,,50,23.4167,68.35,-2,425
,ENH,Enshi,Enshi,,210,109.3167,30.2833,-8,713
,ENI,El Nido,El Nido,,50,119.4128,11.2056,-8,766
,ENJ,El Naranjo,El Naranjo,,150,-90.8333,14.1,6,127
,ENK,Enniskillen St. Angelo,Enniskillen,,10,-7.6333,54.3989,,493
,ENL,Municipal,Centralia,62801,110,-89.0917,38.5167,6,67
,ENN,Municipal,Nenana,99760,70,-149.0833,64.55,9,67
,ENO,Teniente Prim Alarcon,Encarnacion,,20,-55.8333,-27.3167,4,365
,ENQ,Coronel E Soto Cano AB,Coronel E Soto Cano AB,,160,-87.6172,14.3692,6,131
,ENS,Twente,Enschede,,110,6.8833,52.2833,-1,461
,ENT,Enewetak Island,Enewetak Island,,150,162.3278,11.3408,12,844
,ENU,Enugu,Enugu,,210,7.55,6.4667,-1,555
,ENV,Wendover,Wendover,84083,90,-114.0333,40.7333,7,67
,ENW,Kenosha Regional Airport,Kenosha,53144,80,-87.9167,42.5833,-6,67
,EOI,Eday,Eday,,60,-2.7833,59.2,,493
,EOK,Keokuk,Keokuk,52632,20,-91.4333,40.4667,6,67
,EOR,El Dorado,El Dorado,,110,-61.5833,6.7333,4,388
,EOS,Neosho,Neosho,64850,180,-94.3667,36.8667,6,67
,EOZ,Elorza,Elorza,,40,-69.5333,7.1667,4,388
,EPA,El Palomar,El Palomar,,40,-64.2833,-28.0833,,303
,EPG,Browns,Weeping Water,68463,70,-96.1333,40.8667,6,67
,EPH,Ephrata,Ephrata,98823,200,-119.5167,47.3,8,67
,EPI,Epi,Epi,,140,168.3333,-16.75,-11,885
,EPK,Episkopi,Episkopi,,210,32.9,34.6667,-2,611
,EPL,Mirecourt,Epinal,,50,6.0694,48.3333,-1,427
,EPN,Epena,Epena,,90,17.4833,1.3667,-1,515
,EPR,Esperance,Esperance,,120,121.8167,-33.6833,-8,802
,EPS,Arroyo Barril International,Samana,,190,-69.4297,19.1903,,224
,EPT,Eliptamin,Eliptamin,,190,141.6667,-5.0333,-10,804
,EPU,Parnu,Parnu,,200,24.4833,58.4167,,422
,EQS,Esquel,Esquel,,20,-71.15,-42.9167,3,303
,ERA,Erigavo,Erigavo,,210,47.3667,10.6333,3,573
,ERB,Ernabella,Ernabella,,30,132.1667,-26.2667,-9.5,802
,ERC,Erzincan,Erzincan,,10,39.5167,39.7167,-2,679
,ERD,Berdyansk,Berdyansk,,110,36.7833,46.7333,-2,488
,ERE,Erave,Erave,,150,144,-6.6333,-10,804
,ERF,Erfurt,Erfurt,,160,10.9667,50.9833,-1,429
,ERH,Moulay Ali Cherif,Er-Rachidia,,100,-4.3983,31.9475,,548
,ERI,International,Erie,16505,210,-80.1833,42.0833,5,67
,ERM,Comandante Kraemer,Erechim,,160,-52.2756,-27.6594,3,316
,ERN,Eirunepe,Eirunepe,,160,-69.8333,6.6667,4,316
,ERO,Coast Guard,Eldred Rock,,30,8.15,61,,67
,ERR,Errol,Errol,3579,60,-71.1647,44.7925,5,67
,ERS,Eros,Windhoek,,130,17.0833,-22.6194,-2,575
,ERT,Erdenet,Erdenet,,60,104.15,49.0667,-8,751
,ERU,Erume,Erume,,130,147.0833,-8.4167,-10,804
,ERV,Kerrville,Kerrville,,30,-99.0856,29.9767,-6,67
,ERZ,Erzurum Hava Alani,Erzurum,,100,41.1703,39.9564,2,679
,ESB,Esenboga,Ankara,,150,33,40.1333,2,679
,ESC,Delta County Arpt,Escanaba,49829,130,-87.0936,45.7228,-5,67
,ESD,Orcas Island,Eastsound,98245,30,-122.8167,48.7167,8,67
,ESE,Ensenada,Ensenada,,0,-116.6,31.8,8,148
,ESF,Esler Field,Alexandria,,50,-92.3,31.4,6,67
,ESG,Mariscal Estigarribia,Mariscal Estigarribia,,10,-60.6217,-22.045,4,365
,ESH,Shoreham,Shoreham By Sea,,210,-0.3019,50.8353,,493
,ESI,Espinosa,Espinosa,,90,-42.8333,-14.9333,3,316
,ESK,Eskisehir,Eskisehir,,50,30.5822,39.7842,2,679
,ESL,Elista,Elista,,150,44.3333,46.3667,-2,770
,ESM,Esmeraldas,Esmeraldas,,140,-79.6,0.95,5,337
,ESN,Easton,Easton,18040,30,-76.075,38.8083,5,67
,ESO,Espanola,Espanola,87532,20,-106.0333,36.1,7,67
,ESP,Birchwood-Pocono,East Stroudsburg,18301,210,-75.1833,41,5,67
,ESR,El Salvador,El Salvador,,140,-69.7667,-26.3,4,324
,ESS,Essen,Essen,,180,7,51.4167,-1,429
,EST,Municipal,Estherville,51334,180,-94.8333,43.4,6,67
,ESU,Essaouira,Essaouira,,200,-9.05,31.0667,,548
,ESW,State,Easton,98925,40,-121.1833,47.2333,8,67
,ETB,West Bend,West Bend,53095,180,-88.1833,43.4167,6,67
,ETD,Etadunna,Etadunna,,40,138.6333,-28.7167,-9.5,802
,ETE,Genda Wuha,Genda Wuha,,160,36.1667,12.9333,-3,522
,ETH,Eilat,Eilat,,210,34.95,29.55,-2,636
,ETN,Municipal,Eastland,76448,150,-98.8,32.4167,6,67
,ETS,Municipal,Enterprise,36330,130,-85.85,31.3167,6,67
,ETZ,Metz-nancy-lorraine,Metz/nancy,,90,6.2478,48.9792,1,427
,EUA,Kaufana,Eua,,150,-174.9575,-21.3783,13,881
,EUC,Eucla,Eucla,,30,128.8667,-31.7167,-8,802
,EUE,Eureka,Eureka,59917,110,-115.9667,39.5167,8,67
,EUF,Weedon Field,Eufaula,36027,100,-85.1333,31.95,6,67
,EUG,Eugene,Eugene,97402,10,-123.2119,44.1244,-8,67
,EUM,Neumuenster,Neumuenster,,110,9.9833,54.1667,-1,429
,EUN,Hassan I,Laayoune,,50,-13.2,27.15,,548
,EUO,Paratebueno,Paratebueno,,40,-73.2,4.3833,,327
,EUQ,Evelio Javier,Antique,,180,122.0833,11.1667,,766
,EUX,F D Roosevelt,St Eustatius,,150,-62.9667,17.5,4,259
,EVA,Landing Strip,Evadale,77656,80,-94.0667,30.35,6,67
,EVD,Eva Downs,Eva Downs,,90,134.8667,-18.0833,-9.5,802
,EVE,Evenes,Harstad-narvik,,130,16.6833,68.5,-1,465
,EVG,Sveg,Sveg,,110,14.3333,62.0333,-1,484
,EVH,Evans Head,Evans Head,,210,153.4167,-29.1,-10,802
,EVM,Eveleth,Eveleth,55734,140,-92.5,47.4333,6,67
,EVN,Zvartnots,Yerevan,,150,44.3958,40.1472,4,405
,EVV,Evansville Regional Airport,Evansville,47725,60,-87.5325,38.0369,-6,67
,EVW,Evanston,Evanston,82930,210,-111.0167,41.35,7,67
,EVX,Evreux,Evreux,,90,1.15,49.0167,-1,427
,EWB,New Bedford,New Bedford,2745,80,-70.9667,41.6833,5,67
,EWD,Wildman Lake,Wildman Lake,,10,131.9333,-12.3333,,67
,EWE,Ewer,Ewer,,210,138.0667,-5.4833,-9,832
,EWI,Enarotali,Enarotali,,40,136.3667,-3.9333,-9,832
,EWK,City-County,Newton,67114,70,-97.35,38.05,6,67
,EWN,Simmons Nott,New Bern,,200,-77.05,35.0667,-5,67
,EWO,Ewo,Ewo,,210,14.8,-0.8833,-1,515
,EWR,Newark Liberty International,Newark,7114,60,-74.1686,40.6925,-5,21
,EWY,Greenham RAF,Newbury,,200,-1.3167,51.4,,493
,EXI,SPB,Excursion Inlet,,100,-135.4333,58.4167,9,67
,EXM,Exmouth Gulf,Exmouth Gulf,,10,114.1167,-22.3833,8,802
,EXT,Exeter,Exeter,,0,-3.4167,50.7333,,493
,EYL,Yelimane,Yelimane,,160,-10.5667,15.1333,,543
,EYP,El Yopal,El Yopal,,200,-72.3833,5.35,5,327
,EYR,Yerington,Yerington,89447,30,-119.1667,38.9833,8,67
,EYS,Eliye Springs,Eliye Springs,,160,35.9667,3.2167,3,535
,EYW,International,Key West,,20,-81.7667,24.55,5,67
,EZE,Ezeiza Ministro Pistarini,Buenos Aires,,180,-58.5358,-34.8222,-3,303
,EZS,Elazig,Elazig,,170,39.2833,38.6,-2,679
,FAA,Faranah,Faranah,,50,-10.75,10.0333,,531
,FAB,Farnborough,Farnborough,,50,-0.7333,51.2667,,493
,FAC,Faaite,Faaite,,20,-1.2333,-16.75,,823
,FAF,Felker AAF,Fort Eustis,23604,180,-72.5,19.8333,,67
,FAG,Fagurholsmyri,Fagurholsmyri,,140,-16.65,63.8833,,439
,FAH,Farah,Farah,,30,62.1667,32.3667,-4.5,701
,FAI,Fairbanks International Airport,Fairbanks,99709,190,-147.8667,64.8167,9,67
,FAJ,Diego Jimenez Torres,Fajardo,,110,-65.6619,18.3081,-4,3
,FAK,False Island,False Island,,100,-135.2167,57.5306,9,67
,FAL,Falcon State,Roma,78584,20,-99.1375,26.5861,6,67
,FAM,Regional,Farmington,63640,40,-90.2339,37.6733,6,67
,FAN,Lista,Farsund,,30,6.6333,58.1,-1,465
,FAO,Faro,Faro,,170,-7.9658,37.0144,,469
,FAQ,Freida River,Freida River,,80,145.8167,-5.1667,,804
,FAR,Hector Field,Fargo,,10,-96.8167,46.9167,6,67
,FAS,Faskrudsfjordur,Faskrudsfjordur,,190,-14.0667,64.9167,,439
,FAT,Fresno Air Terminal Airport,Fresno,93727,40,-119.7167,36.7667,8,67
,FAV,Fakarava,Fakarava,,60,-145.6167,-16.3333,10,823
,FAY,Municipal,Fayetteville,,30,-78.8833,35,5,67
,FAZ,Fasa,Fasa,,80,54.3333,29,,632
,FBD,Faizabad,Faizabad,,0,70.5,37.0833,-4.5,701
,FBE,Francisco Beltrao,Francisco Beltrao,,170,-53.0667,-26.0833,3,316
,FBG,Simmons AAF,Fort Bragg,28311,210,-72.5,19.8333,,67
,FBK,Ft Wainwright,Fairbanks,99703,40,-147.6144,64.8375,-9,67
,FBL,Municipal,Faribault,55021,180,-93.3167,44.3333,6,67
,FBM,Luano,Lubumbashi,,150,27.5167,-11.5833,-2,517
,FBR,Fort Bridger,Fort Bridger,82937,190,-110.3833,41.3167,7,67
,FBS,Friday Harbor SPB,Friday Harbor SPB,,80,115.6,-28.0333,,67
,FBY,Municipal,Fairbury,68352,40,-97.1833,40.1333,6,67
,FCA,Glacier Park International,Kalispell,59901,190,-114.2667,48.3167,-7,67
,FCB,Ficksburg Sentra Oes,Ficksburg,,120,27.9083,-28.825,-2,562
,FCH,Fresno-Chandler,Fresno,93706,20,-99.4258,19.2914,,67
,FCM,Flying Cloud,Minneapolis,55347,130,-93.4569,44.8272,-5,67
,FCN,Cuxhaven/Nordholz,Cuxhaven,,150,8.7,53.8833,,429
,FCO,Leonardo da Vinci International (Fiumicino),Rome,,100,12.2508,41.8044,1,450
,FCS,Butts AAF,Colorado Springs,,140,-71.7,19.45,,67
,FCT,Firing Center AAF,Yakima,,190,41.2667,56.8,,67
,FCY,Municipal,Forrest City,72335,60,-90.7667,34.95,6,67
,FDE,Bringeland,Forde,,150,5.7569,61.3911,1,465
,FDF,Lamentin,Fort De France,,170,-61,14.5833,4,252
,FDH,Friedrichshafen,Friedrichshafen,,90,9.5167,47.6667,-1,429
,FDK,Frederick Municipal,Frederick,21701,10,-77.3744,39.4175,-5,67
,FDR,Municipal,Frederick,21701,20,-98.9833,34.35,6,67
,FDU,Bandundu,Bandundu,,130,17.3817,-3.3114,1,517
,FDY,Findlay,Findlay,45840,100,-83.6667,41.0167,5,67
,FEA,Fetlar,Fetlar,,40,-0.9667,60.5833,,493
,FEB,Sanfebagar,Sanfebagar,,190,81.2167,29.2333,-5.8,755
,FEC,Feira De Santana,Feira De Santana,,30,-38.95,-12.25,,316
,FEG,Fergana,Fergana,,170,71.7667,40.3833,5,788
,FEJ,Feijo,Feijo,,40,-36.0167,-7,,316
,FEK,Ferkessedougou,Ferkessedougou,,20,-5.2,9.6,,533
,FEL,Fuerstenfeldbruck,Fuerstenfeldbruck,,210,11.25,48.1667,-1,429
,FEN,Fernando De Noronha,Fernando De Noronha,,10,-32.4167,-3.85,2,316
