,Code,Name,City,Postal_Code,Country_Code,Longitude,Latitude,Gmt_Offset,World_Area_Code
,CQA,Canarana Airport,Canarana,,100,-44.5333,-4.45,,316
,CQD,Shahre-kord,Shahre-kord,,60,50.8333,32.3,,632
,CQF,Calais,Calais,,180,1.95,50.9667,-1,427
,CQM,Ciudad Real Central,Ciudad Real,,180,-3.97,38.8564,1,482
,CQP,Cape Flattery,Cape Flattery,,70,147.5,-18.2,-10,802
,CQT,Caquetania,Caquetania,,10,-74.2167,2.0333,5,327
,CRA,Craiova,Craiova,,20,23.8,44.4333,-2,473
,CRB,Collarenebri,Collarenebri,,160,148.5758,-29.5258,-10,802
,CRC,Cartago,Cartago,,130,-75.9333,4.7667,5,327
,CRD,Comodoro Rivadavia,Comodoro Rivadavia,,70,-67.4667,-45.7833,3,303
,CRE,Grand Strand Airport,Myrtle Beach,29582,160,-78.7239,33.8117,-5,67
,CRF,Carnot,Carnot,,190,15.9,4.9333,-1,509
,CRG,Craig Municipal,Jacksonville,32225,170,-81.5025,30.3339,5,67
,CRH,Cherribah,Cherribah,,30,151.95,-27.65,10,802
,CRI,Crooked Island,Crooked Island,,150,-74.15,22.75,5,204
,CRJ,Coorabie,Coorabie,,70,132.3,-31.9,-9.5,802
,CRK,Diosdado Macapagal International (Clark Int),Angeles City,,210,120.5333,15.1833,-8,766
,CRL,Charleroi Brussels South,Brussels,,90,4.4528,50.46,1,409
,CRM,National,Catarman,,110,124.6333,12.5167,-8,766
,CRN,Cromarty,Cromarty,,0,-4.05,57.65,,493
,CRO,Corcoran,Corcoran,93212,110,-119.55,36.1,8,67
,CRP,Corpus Christi International Airport,Corpus Christi,78406,60,-97.5011,27.7703,-6,67
,CRQ,Caravelas,Caravelas,,210,-39.25,-17.65,3,316
,CRR,Ceres,Ceres,,110,-61.8333,-29.8667,3,303
,CRS,Corsicana,Corsicana,75110,30,-96.4667,32.1,6,67
,CRT,Municipal,Crossett,71635,100,-91.9667,33.1333,6,67
,CRU,Carriacou Is,Carriacou Is,,160,-61.4667,12.4667,4,273
,CRV,Crotone,Crotone,,190,17.0833,39,-1,450
,CRW,Yeager,Charleston,25311,60,-81.6,38.3667,5,67
,CRX,Roscoe Turner,Corinth,38834,140,-88.6,34.9,6,67
,CRY,Carlton Hill,Carlton Hill,,20,128.5,-15.7,-8,802
,CRZ,Turkmenabad,Turkmenabad,,70,63.6167,39.0833,-2,785
,CSA,Isle Of Colonsay,Isle Of Colonsay,,180,-6.2439,56.0589,,493
,CSB,Caransebes,Caransebes,,190,22.425,45.5,-2,473
,CSC,Canas,Canas,,20,-85.1167,10.4167,6,110
,CSD,Cresswell Downs,Cresswell Downs,,100,135.9167,-17.9667,-9.5,802
,CSF,Creil,Creil,,10,2.4833,49.2667,-1,427
,CSH,Solovky,Solovetsky,,50,35.6667,65.05,9,67
,CSI,Casino,Casino,,200,-153.1667,29.3003,10,802
,CSJ,Cape St Jacques,Cape St Jacques,,150,107.0667,10.35,-7,791
,CSK,Cap Skirring,Cap Skirring,,190,-16.75,12.4,,569
,CSM,Sherman,Clinton,73647,190,-98.9833,35.5167,6,67
,CSN,Carson City,Carson City,89706,60,-119.7333,39.2,8,67
,CSP,Coast Guard Heliport,Cape Spencer,,190,-65.9167,45.2,,67
,CSQ,Municipal,Creston,50801,20,-94.3667,41.0667,6,67
,CSR,Casuarito,Casuarito,,170,-68.1333,5.8333,5,327
,CSS,Cassilandia,Cassilandia,,20,-51.75,-19.15,4,316
,CST,Castaway,Castaway,,190,177.1222,-17.6194,-12,821
,CSU,Santa Cruz Do Sul,Santa Cruz Do Sul,,160,-52.4333,-29.7167,,316
,CSV,Memorial,Crossville,38555,130,-85.0833,35.95,6,67
,CSW,Colorado do Oeste,Colorado do Oeste,,200,-51.95,-22.8167,,316
,CSX,Changsha,Changsha,,90,112.9583,28.0711,8,713
,CSY,Cheboksary,Cheboksary,,130,40.3472,56.0903,3,770
,CSZ,Brigadier Hector Ruiz,Coronel Suarez,,80,-61.9167,-37.4667,,303
,CTA,Fontanarossa,Catania,,160,15.0667,37.4667,-1,450
,CTB,Cut Bank,Cut Bank,59427,160,-112.3333,48.6333,7,67
,CTC,Catamarca,Catamarca,,150,-65.7797,-28.4483,3,303
,CTD,Chitre,Chitre,,180,-80.4167,7.9833,,162
,CTE,Carti,Carti,,210,-79.1,9.3167,5,162
,CTF,Coatepeque Airport,Coatepeque,,50,-90.15,14.1667,,127
,CTG,Rafael Nunez,Cartagena,,80,-75.5167,10.45,5,327
,CTH,Chestercounty Carlson,Coatesville,,200,-75.8167,39.9667,5,67
,CTI,Cuito Cuanavale,Cuito Cuanavale,,90,19.1667,-15.1667,-1,502
,CTK,Canton,Canton,57013,60,-96.5833,43.3,6,67
,CTL,Charleville,Charleville,,210,146.2667,-26.4167,-10,802
,CTM,Chetumal,Chetumal,,80,-88.3167,18.4833,6,148
,CTN,Cooktown,Cooktown,,200,145.1833,-15.45,-10,802
,CTO,Peconic River,Calverton,11949,70,-72.75,40.9167,5,67
,CTP,Carutapera,Carutapera,,180,-46.0167,-1.25,3,316
,CTQ,Do Palmar,Santa Vitoria,,120,-50.1333,-18.8333,-3,316
,CTR,Cattle Creek,Cattle Creek,,200,131,-17.5833,-9.5,802
,CTS,New Chitose Airport,Sapporo,,140,141.6667,42.8,-9,736
,CTT,Le Castellet,Le Castellet,,120,5.7889,43.2556,-1,427
,CTU,Shuangliu,Chengdu,,80,103.9472,30.5786,8,713
,CTW,Cottonwood,Cottonwood,86326,120,-112.0333,34.7333,7,67
,CTX,Cortland,Cortland,13045,100,33.6167,36.5,,67
,CTY,Cross City,Cross City,32628,160,-83.1167,29.65,5,67
,CTZ,Sampson County,Clinton,28328,160,-78.3333,35,5,67
,CUA,Ciudad Constitucion,Ciudad Constitucion,,190,-111.65,25.05,7,148
,CUB,Owens Field,Columbia,,80,-67.8667,-10.75,,67
,CUC,Camilo Dazo,Cucuta,,50,-72.5333,7.9167,5,327
,CUD,Caloundra,Caloundra,,200,153.15,-26.8,-10,802
,CUE,Cuenca,Cuenca,,100,-78.9667,-2.9,5,337
,CUF,Levaldigi,Cuneo,,50,7.6175,44.5353,-1,450
,CUG,Cudal,Cudal,,100,148.7028,-33.3,-10,802
,CUH,Municipal,Cushing,74023,190,-96.7667,35.9833,6,67
,CUI,Currillo,Currillo,,40,-72,4.6667,5,327
,CUJ,Culion,Culion,,90,120.0167,11.8833,-8,766
,CUK,Caye Caulker,Caye Caulker,,200,-88.05,17.75,,106
,CUL,Fedl De Bachigualato,Culiacan,,200,-107.4833,22.75,7,148
,CUM,Cumana,Cumana,,0,-64.1833,10.45,4,388
,CUO,Caruru,Caruru,,90,-71.2333,1.0333,5,327
,CUP,Carupano,Carupano,,90,-63.25,10.6667,4,388
,CUQ,Coen,Coen,,210,143.1167,-13.7833,-10,802
,CUR,Hato International Airport,Curacao,,130,-68.9597,12.1889,-4,259
,CUS,Municipal,Columbus,88029,200,-107.6333,31.8333,7,67
,CUT,Cutral,Cutral,,140,-69.25,-38.9667,3,303
,CUU,Gen Fierro Villalobos,Chihuahua,,130,-106,28.6833,6,148
,CUV,Casigua,Casigua,,210,-72.55,8.7667,4,388
,CUW,Cube Cove,Cube Cove,,140,-133.7667,58.35,9,67
,CUY,Cue,Cue,,30,117.9167,-27.45,-8,802
,CUZ,Velazco Astete,Cuzco,,0,-71.9667,-13.5333,5,368
,CVB,Chungribu,Chungribu,,90,144.7333,-4.8,,804
,CVC,Cleve,Cleve,,120,136.5,-33.7,-9.5,802
,CVE,Covenas,Covenas,,200,-75.7333,9.4,5,327
,CVF,Courchevel,Courchevel,,50,6.6667,45.5,-1,427
,CVG,Cincinnati/Northern Kentucky,Covington,41042,170,-84.6678,39.0489,-5,67
,CVH,Caviahue,Caviahue,,210,-71.0139,-37.9167,3,303
,CVI,Caleta Olivia,Caleta Olivia,,180,-67.5167,-46.4333,3,303
,CVJ,General Mariano Matamoros Airport,Cuernavaca,,40,-99.2614,18.8347,-6,148
,CVL,Cape Vogel,Cape Vogel,,20,150.05,-9.7,-10,804
,CVM,Ciudad Victoria,Ciudad Victoria,,20,-98.8667,23.7167,6,148
,CVN,Municipal,Clovis,,180,-103.0833,34.4167,7,67
,CVO,Albany,Albany,12110,190,-123.2833,44.5,8,67
,CVQ,Carnarvon,Carnarvon,,60,113.6667,-24.8833,-8,802
,CVR,Hughes,Culver City,90232,170,-118.4,34.0167,8,67
,CVS,Cannon AFB,Clovis,,190,-72.55,19.15,,67
,CVT,West Midlands International,Coventry,,170,-1.4797,52.3697,,493
,CVU,Corvo Island,Corvo Island,,30,-31.1,39.7,,469
,CWA,Central Wisconsin,Wausau,,160,-89.6831,44.7694,6,67
,CWB,Afonso Pena International Airport,Curitiba,,20,-49.1758,-25.5286,-3,316
,CWC,Chernovtsy,Chernovtsy,,20,25.9667,48.2667,-2,488
,CWG,Callaway Gardens,Callaway Gardens,,20,-84.8833,32.8333,5,67
,CWI,Clinton,Clinton,47842,110,-90.35,41.8333,6,67
,CWL,Cardiff,Cardiff,,80,-3.35,51.4,,493
,CWO,Ft Wolter AAF,Mineral Wells,,140,137.5333,-5.1333,,67
,CWP,Campbellpore,Campbellpore,,20,72.3667,33.7667,-5,764
,CWR,Cowarie,Cowarie,,30,138.3333,-27.7167,-9.5,802
,CWS,Center Island,Center Island,98261,190,122.8314,47.485,,67
,CWT,Cowra,Cowra,,190,148.65,-33.85,-10,802
,CWW,Corowa,Corowa,,110,146.35,-35.9833,-10,802
,CXA,Caicara Del Orinoco,Caicara Del Orinoco,,10,-66.165,7.6261,-4,388
,CXC,Chitina Arpt,Chitina,99566,0,-144.4167,61.5667,9,67
,CXF,Coldfoot,Coldfoot,,210,-150.1667,67.2667,9,67
,CXH,Coal Harbour,Vancouver,,110,-123.1158,49.2897,-8,906
,CXI,Cassidy International Airport,Christmas Island,,200,-157.3497,1.9861,-10,686
,CXJ,Campo Dos Bugres,Caxias Do Sul,,30,-51.1875,-29.1969,-3,316
,CXL,International,Calexico,92231,80,-115.5167,32.6667,8,67
,CXN,Candala,Candala,,180,49.9583,11.8333,-3,573
,CXO,Montgomery Co,Conroe,77301,0,-95.45,30.3167,6,67
,CXP,Tunggul Wulung,Cilacap,,50,109,7.7333,-7,832
,CXQ,Christmas Creek,Christmas Creek,,90,125.9167,-18.9167,-8,802
,CXR,Nha Trang (no Longer in Operation),Nha Trang,,10,109.1922,12.2275,7,791
,CXT,Charters Towers,Charters Towers,,170,146.2667,-20.05,-10,802
,CXY,Cat Cays,Cat Cays,,170,-75.4536,24.315,5,204
,CYA,Les Cayes,Les Cayes,,140,-73.7833,18.2667,5,238
,CYB,Gerrard-Smith,Cayman Brac Is,,100,-79.825,19.7167,5,233
,CYC,Caye Chapel,Caye Chapel,,190,-88.0333,17.7,6,106
,CYE,Crystal Lake,Crystal Lake,72722,10,-75.8322,41.2103,5,67
,CYF,Chefornak SPB,Chefornak,,40,-164.1833,60.2,9,67
,CYG,Corryong,Corryong,,160,147.9,-36.25,-10,802
,CYI,Chiayi,Chiayi,,20,120.3833,23.4667,8,781
,CYL,Coyoles,Coyoles,,130,-86.6833,15.4833,6,131
,CYM,Chatham SPB,Chatham,,210,-134.75,57.5,9,67
,CYO,Cayo Largo Del Sur,Cayo Largo Del Sur,,0,-81.5508,21.6175,5,219
,CYP,Calbayog,Calbayog,,130,124.55,12.0833,-8,766
,CYR,Laguna De Los Patos,Colonia,,170,-57.7667,-34.45,3,385
,CYS,Cheyenne,Cheyenne,82009,100,-104.8,41.15,7,67
,CYT,Intermediate,Yakataga,,90,-142.4833,60.0833,9,67
,CYU,Cuyo,Cuyo,,160,121,10.85,-8,766
,CYX,Cherskiy,Cherskiy,,80,161.35,68.75,-2,770
,CYZ,Cauayan,Cauayan,,150,121.75,16.9167,-8,766
,CZA,Chichen Itza,Chichen Itza,,110,-88.5667,20.6667,6,148
,CZB,Carlos Ruhl,Cruz Alta,,50,-53.5,-28.6333,3,316
,CZC,Copper Centre,Copper Centre,99573,60,12.65,42.4833,,67
,CZE,Coro,Coro,,20,-69.6667,11.4167,4,388
,CZF,Cape Romanzof,Cape Romanzof,99662,90,-166,61.7333,9,67
,CZH,Corozal,Corozal,,70,-88.5,18.3333,6,106
,CZJ,Corazon De Jesus,Corazon De Jesus,,70,-77.9833,9.0167,5,162
,CZK,Cascade Locks/Stevens,Cascade Locks,,190,-121.9,45.6667,8,67
,CZL,Ain El Bey,Constantine,,60,6.6192,36.2853,-1,500
,CZM,Cozumel,Cozumel,,70,-86.9333,20.5167,6,148
,CZN,Chisana Field,Chisana,99588,10,-142.05,62.0833,9,67
,CZO,Chistochina,Chistochina,99586,60,-144.6667,62.5667,9,67
,CZP,Cape Pole,Cape Pole,,70,-133.7833,55.9667,9,67
,CZS,Intl. Airpt. Cruzeiro Do Sul,Cruzeiro Do Sul,,90,-72.7694,-7.5994,5,316
,CZT,Carrizo Springs,Carrizo Springs,78834,200,-99.8667,28.5167,6,67
,CZU,Corozal,Corozal,,180,-75.2833,9.3333,5,327
,CZW,Czestochowa,Czestochowa,,70,19.1,50.8167,-1,467
,CZX,Changzhou,Changzhou,,80,119.9667,31.7,-8,713
,CZY,Cluny,Cluny,,130,139.5,-24.5,-10,802
,CZZ,Campo,Campo,77437,190,-72.1,18.45,,67
,DAA,Davison AAF,Fort Belvoir,22060,120,-77.1833,38.7167,,67
,DAB,Regional,Daytona Beach,32114,210,-81.05,29.1833,-5,67
,DAC,Zia International,Dhaka,,150,90.3978,23.8433,6,703
,DAD,Da Nang,Da Nang,,0,108.1833,16.0333,-7,791
,DAE,Daparizo,Daparizo,,110,94.3333,27.5,-5.5,733
,DAF,Daup,Daup,,210,145.9583,-4.7417,10,804
,DAG,Barstow-Daggett,Daggett,92365,0,-116.7833,34.85,8,67
,DAH,Dathina,Dathina,,80,46.1333,13.8667,-3,694
,DAI,Darjeeling,Darjeeling,,50,88.25,26.75,,733
,DAJ,Dauan Island,Dauan Island,,20,142.5167,-9.4333,-10,802
,DAK,Dakhla,Dakhla Oasis,,170,29.1667,25.5,,591
,DAL,Love Field,Dallas,75235,180,-96.85,32.8528,6,67
,DAM,International,Damascus,,190,36.5142,33.4106,2,963
,DAN,Municipal,Danville,,10,-79.35,36.5667,5,67
,DAO,Dabo,Dabo,,90,42.1667,13.1333,,804
,DAP,Darchula,Darchula,,90,80.5,29.6667,-5.8,755
,DAR,International,Dar Es Salaam,,30,39.2019,-6.8756,3,585
,DAS,Great Bear Lake,Great Bear Lake,,100,-1,66,,906
,DAT,Datong,Datong,,190,113.4822,40.0603,8,713
,DAU,Daru,Daru,,180,143.2,-9.0833,-10,804
,DAV,Enrique Malek,David,,200,-82.435,8.3908,5,162
,DAX,Daxian,Daxian,,140,107.5,31.3,-8,713
,DAY,James Cox Dayton Intl,"Dayton, Oh",45377,20,-84.1833,39.75,5,67
,DAZ,Darwaz,Darwaz,,110,70.8833,38.4667,-4.5,701
,DBA,Dalbandin,Dalbandin,,90,64.4039,28.8753,-5,764
,DBB,Alalamain Intl.,Dabaa City,,20,28.0833,30.15,,591
,DBD,Dhanbad,Dhanbad,,20,86.45,23.8,-5.5,733
,DBM,Debra Marcos,Debra Marcos,,120,37.7667,10.2833,-3,522
,DBN,Municipal,Dublin,31021,140,-82.9833,32.55,5,67
,DBO,Dubbo,Dubbo,,20,148.5747,-32.2172,10,802
,DBP,Debepare,Debepare,,100,141.9,-6.2833,-10,804
,DBQ,Municipal,Dubuque,,40,-90.7167,42.4,6,67
,DBS,Dubois,Dubois,83446,180,-112.2333,44.1667,7,67
,DBT,Debra Tabor,Debra Tabor,,150,38,11.9667,3,522
,DBU,Dambulu Oya Tank,Dambula,,10,32.8961,-21.5228,,711
,DBV,Dubrovnik,Dubrovnik,,0,18.2683,42.5614,1,415
,DBY,Dalby,Dalby,,70,151.2672,-27.1553,10,802
,DCA,Ronald Reagan Washington National Airport,Washington,22202,180,-77.0378,38.8519,-5,67
,DCF,Cane Field,Roseau,,120,-61.3922,15.3367,-4,221
,DCI,Rafsu Decimomannu,Decimomannu,,80,8.9667,39.3167,-1,450
,DCK,Dahl Creek Arpt,Dahl Creek,99751,10,-156.9,66.9333,9,67
,DCM,Mazamet,Castres,,110,2.2856,43.5558,-1,427
,DCR,Decatur Hi-Way,Decatur,46733,160,-84.9333,40.8333,5,67
,DCT,Duncan Town,Duncan Town,,10,-75.7333,22.1833,5,204
,DDC,Dodge City Municipal,Dodge City,67801,30,-99.9667,37.7667,6,67
,DDG,Dandong,Dandong,,190,124.25,40.2,-8,713
,DDI,Daydream Is,Daydream Is,,170,148.1833,-20.1667,-10,802
,DDM,Dodoima,Dodoima,,170,147.45,-8.75,-10,804
,DDN,Delta Downs,Delta Downs,,30,141.3,-16.9167,-10,802
,DDP,Dorado Beach,Dorado,,100,-66.25,18.5,-4,3
,DDU,Dadu,Dadu,,200,71.3028,30.4917,,764
,DEA,Dera Ghazi Khan,Dera Ghazi Khan,,180,70.4858,29.9611,5,764
,DEB,Debrecen,Debrecen,,60,21.6028,47.4814,-1,437
,DEC,Decatur Arpt,Decatur,,210,-88.8667,39.8333,6,67
,DED,Dehra Dun,Dehra Dun,,20,78.1803,30.1897,5.5,733
,DEF,Dezful,Dezful,,170,48.4047,32.3803,3.5,632
,DEH,Municipal,Decorah,52101,210,-91.8333,43.3167,6,67
,DEI,Denis Island,Denis Island,,140,55.6667,-3.8,-4,570
,DEL,Indira Gandhi Intl,New Delhi,,0,77.1181,28.5694,5.5,733
,DEM,Dembidollo,Dembidollo,,0,34.8667,8.55,-3,522
,DEN,Denver International,Denver,80249,140,-104.6731,39.8617,-7,67
,DEO,Hyatt Regency H/P,Dearborn,48126,150,-83.2189,42.3128,5,67
,DEP,Deparizo,Deparizo,,30,50.0739,31.0161,,733
,DER,Derim,Derim,,90,146.8167,-6.1,-10,804
,DES,Desroches,Desroches,,80,55.0167,-4.9997,-4,570
,DET,Detroit City,Detroit,48234,20,-83.0097,42.4092,-5,67
,DEZ,Al Jafrah,Deirezzor,,60,40.15,35.3333,-2,676
,DFI,Memorial,Defiance,43512,170,-84.3667,41.2833,5,67
,DFP,Drumduff,Drumduff,,210,143.0333,-16,-10,802
,DFW,Dallas/Fort Worth International,Dallas,75038,0,-97.0381,32.8969,-6,67
,DGA,Dangriga,Dangriga,,70,-88.5833,17.1833,6,106
,DGB,Danger Bay,Danger Bay,,80,-152.75,58.0833,9,67
,DGC,Degahbur,Degahbur,,140,43.5833,8.2333,-3,522
,DGD,Dalgaranga,Dalgaranga,,130,117.0333,-27.7667,,802
,DGE,Mudgee,Mudgee,,20,149.1667,-32.7833,-10,802
,DGF,Bisbee-Douglas International,Douglas,85607,30,-109.6536,31.4689,-7,67
,DGK,Dugong,Dugong,,150,124.8547,6.9003,,550
,DGL,Douglas Municipal,Douglas,85607,170,14.9833,12.6167,7,67
,DGM,Dongguan,Dongguan,,10,105.2,27.0667,,713
,DGN,NAF,Dahlgren,,180,15.35,77.5333,,67
,DGO,Guadalupe Victoria,Durango,,70,-104.6667,24,6,148
,DGP,Daugavpils,Daugavpils,,60,29.6833,55.9333,2,451
,DGR,Dargaville,Dargaville,,50,173.8667,-35.9333,-12,851
,DGT,Dumaguete,Dumaguete,,110,123.3,9.3,8,766
,DGU,Dedougou,Dedougou,,0,-3.4833,12.4667,,593
,DGW,Converse County,Douglas,82633,90,-105.4,42.75,7,67
,DHA,King Abdulaziz AB,Dhahran,,190,50.1519,26.2656,3,670
,DHD,Durham Downs,Durham Downs,,150,141.9167,-27.0667,-10,802
,DHF,Al Dhafra Military Apt,Abu Dhabi,,0,54.3833,24.45,,678
,DHI,Dhangarhi,Dhangarhi,,70,80.675,28.25,-5.8,755
,DHL,Dhala,Dhala,,70,44.7292,13.7375,-3,694
,DHM,Gaggal Airport,Dharamsala,,80,76.2667,32.3,-5.5,733
,DHN,Dothan Arpt,Dothan,36350,40,-85.45,31.3167,6,67
,DHR,De Kooy/Den Helder Airport,Den Helder,,80,4.7808,52.9244,1,461
,DHT,Dalhart,Dalhart,79022,60,42.89,12.1861,,67
,DIB,Dibrugarh,Dibrugarh,,170,94.9,27.4833,5.5,733
,DIC,Dili City Heliport,Dili,,30,125.5333,-8.5667,9,862
,DIE,Antsiranana/Arrachart,Antsiranana,,30,49.3,-12.35,-3,541
,DIG,Diqing,Diqing,,120,109.3075,26.1256,,713
,DIJ,Dijon,Dijon,,110,5.0833,47.2667,-1,427
,DIK,Dickinson,Dickinson,58601,160,-102.8,46.8,7,67
,DIL,Presidente Nicolau Lobato International Airport,Dili,,0,125.5247,-8.5464,9,862
,DIM,Dimbokro,Dimbokro,,0,-4.7,6.65,,533
,DIN,Dien Bien,Dien Bien Phu,,60,103.0167,21.3833,,791
,DIO,Diomede Island,Diomede Island,,160,-168.95,65.75,9,67
,DIP,Diapaga,Diapaga,,180,1.7833,12.05,,593
,DIQ,Divinopolis,Divinopolis,,120,-41.8833,-20.75,,316
,DIR,Aba Tenna D Yilma,Dire Dawa,,180,41.8667,9.6333,-3,522
,DIS,Loubomo,Loubomo,,70,12.5,-4.2167,-1,515
,DIU,Diu,Diu,,110,70.9833,20.7333,,733
,DIV,Divo,Divo,,30,-5.3667,5.8333,,533
,DIW,Mawella Lagoon,Dickwella,,200,81,6.9667,,711
,DIY,Diyarbakir,Diyarbakir,,170,40.2,37.9,-2,679
,DJA,Djougou,Djougou,,90,1.6667,9.7,-1,519
,DJB,Sultan Taha Syarifudn,Jambi,,40,103.6444,-1.6381,7,832
,DJE,Djerba-Zarzis,Djerba,,70,10.7756,33.875,1,588
,DJG,Inedbirenne,Djanet,,110,9.5,24.45,-1,500
,DJJ,Sentani,Jayapura,,120,140.5167,-2.5833,-9,832
,DJM,Djambala,Djambala,,70,14.75,-2.5333,-1,515
,DJN,Delta Junction,Delta Junction,99737,210,-145.6833,64.0333,9,67
,DJO,Daloa,Daloa,,180,-6.4667,6.4167,,533
,DJU,Djupivogur,Djupivogur,,190,-14.1667,64.6667,,439
,DKI,Dunk Island,Dunk Island,,160,146.1667,-17.9333,-10,802
,DKK,Dunkirk,Dunkirk,14048,100,-79.3333,42.4833,5,67
,DKS,Dikson,Dikson,,190,80.3667,73.5167,-2,770
,DKV,Docker River,Docker River,,120,129.1167,-24.8667,-9.5,802
,DLA,Douala,Douala,,50,9.7167,4.0167,-1,504
,DLB,Dalbertis,Dalbertis,,150,23.8911,56.7417,,804
,DLC,Dalian,Dalian,,180,121.5386,38.9656,8,713
,DLD,Dagali Airport,Geilo,,190,8.5,60.4667,-1,465
,DLE,Tavaux,Dole,,210,5.435,47.0428,1,427
,DLF,Laughlin Afb,Del Rio,78843,90,-100,29.5167,,67
,DLG,Municipal,Dillingham,99576,70,-158.4667,59.0667,9,67
,DLH,Duluth International,Duluth,55811,40,-92.1833,46.8333,6,67
,DLI,Lienkhang,Dalat,,50,108.3667,11.75,-7,791
,DLK,Dulkaninna,Dulkaninna,,100,139.4667,-29.0167,-9.5,802
,DLL,Dillon,Dillon,59725,10,-79.3667,34.4167,5,67
,DLM,Dalaman,Dalaman,,170,28.7833,36.7167,2,679
,DLN,Dillon,Dillon,59725,40,-112.6333,45.2167,7,67
,DLO,Dolomi,Dolomi,,100,-132.0514,55.1333,9,67
,DLP,Disneyland Paris,Disneyland Paris,,20,2.7758,48.8725,1,427
,DLS,Columbia Gorge Regional/The Dalles Municipal Airport,The Dalles,,180,-121.1672,45.6186,-8,67
,DLU,Dali,Dali City,,0,100.2333,25.5667,,713
,DLV,Delissaville,Delissaville,,70,130.3417,-12.4167,-9.5,802
,DLY,Dillons Bay,Dillons Bay,,50,169.15,-18.7,-11,885
,DLZ,Dalanzadgad,Dalanzadgad,,0,104.6833,43.9667,-8,751
,DMB,Zhambyl,Zhambyl,,100,71.3667,42.9,-2,738
,DMD,Doomadgee,Doomadgee,,20,138.8333,-18,-10,802
,DME,Domodedovo,Moscow,,210,37.8858,55.4194,3,770
,DMK,Don Muang,Bangkok,,150,100.6067,13.9125,7,782
,DMM,King Fahd International Airport,Dammam,,190,49.7978,26.4711,3,670
,DMN,Deming,Deming,,160,108.5789,26.9517,,67
,DMO,Sedalia,Sedalia,65301,90,-93.4167,38.8333,6,67
,DMR,Dhamar,Dhamar,,90,44.4333,14.5333,-3,694
,DMT,Diamantino,Diamantino,,70,-56.45,-14.4167,4,316
,DMU,Dimapur,Dimapur,,150,93.7333,25.9,-5.5,733
,DNA,Kadena AB,Okinawa,,10,127.7675,26.3556,9,736
,DNB,Dunbar,Dunbar,,90,142.4167,-16.0833,-10,802
,DNC,Danane,Danane,,20,-8.1597,7.2628,,533
,DND,Dundee,Dundee,,140,-3.0167,56.4525,,493
,DNE,Dallas North Airport,Dallas,75235,90,40.9167,7.7167,,67
,DNF,Martuba,Derna,,100,22.7667,32.55,-2,538
,DNG,Doongan,Doongan,,70,122.3275,13.6628,,802
,DNH,Dunhuang,Dunhuang,,60,94.6833,40.2,-8,713
,DNI,Wad Medani,Wad Medani,,210,33.5333,14.3833,-2,583
,DNK,Dnepropetrovsk,Dnepropetrovsk,,150,34.9833,48.45,-2,488
,DNL,Daniel Field,Augusta,30909,30,-82.0394,33.4664,-5,67
,DNM,Denham,Denham,,100,113.5333,-25.9167,-8,802
,DNN,Municipal,Dalton,30721,180,-84.8667,34.7167,5,67
,DNO,Dianopolis,Dianopolis,,0,-46.85,-11.6167,3,316
,DNP,Dang,Dang,,60,82.3167,28.1167,-5.8,755
,DNQ,Deniliquin,Deniliquin,,30,144.95,-35.55,-10,802
,DNR,Pleurtuit,Dinard,,80,-2.0833,48.5833,-1,427
,DNS,Municipal,Denison,62460,10,-95.3833,41.9833,6,67
,DNT,Downtown Heliport,Santa Ana,,90,-77.55,1.0833,,67
,DNU,Dinangat,Dinangat,,200,146.6667,-6.15,-10,804
,DNV,Vermilion County,Danville,61834,10,-87.5956,40.1997,-6,67
,DNX,Galegu,Dinder,,40,35.5,12,-2,583
,DNZ,Cardak,Denizli,,190,29.7033,37.7872,-2,679
,DOA,Doany,Doany,,200,49.5167,-14.3667,-3,541
,DOB,Dobo Airport,Dobo,,150,134,5.75,,832
,DOC,Dornoch,Dornoch,,190,-4.0833,57.8833,,493
,DOD,Dodoma,Dodoma,,110,35.7525,-6.1706,3,585
,DOE,Djoemoe,Djoemoe,,160,-55.4833,4,-3,379
,DOF,Dora Bay,Dora Bay,,150,-132.2667,55.2125,9,67
,DOG,Dongola,Dongola,,40,30.4333,19.1833,-2,583
,DOH,Doha,Doha,,80,51.565,25.2611,3,664
,DOI,Doini,Doini,,30,150.7167,-10.7167,-10,804
,DOK,Donetsk International Airport,Donetsk,,70,37.75,48.0833,2,488
,DOL,St Gatien,Deauville,,80,0.1667,49.3667,-1,427
,DOM,Melville Hall,Dominica,,160,-61.3,15.5333,4,221
,DON,Dos Lagunas,Dos Lagunas,,210,-89.6667,17.6333,6,127
,DOO,Dorobisoro,Dorobisoro,,90,147.8,-9.5,-10,804
,DOP,Dolpa,Dolpa,,140,82.8167,29,-5.8,755
,DOR,Dori,Dori,,30,-0.0333,14.0333,,593
,DOS,Dios,Dios,,170,154.9667,-5.55,-10,804
,DOU,Dourados,Dourados,,90,-54.8667,-22.2,4,316
,DOV,Dover AFB,"Dover-Cheswold, DE",,70,-75.4661,39.1294,-5,67
,DOX,Dongara,Dongara,,210,114.9333,-29.25,-8,802
,DOY,Dongying,Dongying,,90,118.4719,37.4544,,713
,DPA,Dupage County,Chicago,,150,-88.2464,41.9144,6,67
,DPE,Dieppe,Dieppe,,10,1.0833,49.9333,-1,427
,DPG,Michael AAF,Dugway,,0,-81.0167,48.5833,,67
